tweet_id,text,favorite_count,retweet_count,created_at
1515723353671467008,allaboutmqm but noone wants u now mqmpakistanAbsolutelyNot Did u get any space in cabinet,0,0,Sun Apr 17 16:06:22 +0000 2022
1515723157180907521,Opposing IK doesnt means supporting PDMKarachiJalsa,0,0,Sun Apr 17 16:05:36 +0000 2022
1515722747883708422,If this story by Dawn is to be believed then its a Charge Sheet against the Neutral The so called Neutral could N,1,0,Sun Apr 17 16:03:58 +0000 2022
1515722580765908994,Thank you Karachi for your support for ImranKhanPTI KarachiJalsa,0,0,Sun Apr 17 16:03:18 +0000 2022
1515722344010067976,The best that Imran Khan did was to expose the every institution of Be it Army judiciary PDM opposition cor,0,1,Sun Apr 17 16:02:22 +0000 2022
1515722294508892163,People say Karachi Lawaris hai aur uska koi nigeheban nahi but the dedication love and camaraderie we showed yes,1,0,Sun Apr 17 16:02:10 +0000 2022
1515722236560302081,Volume Up National Anthem In KarachiJalsa last night The goosebumps moment,0,0,Sun Apr 17 16:01:56 +0000 2022
1515721986403577857,So funny KarachiJalsa,1,0,Sun Apr 17 16:00:56 +0000 2022
1515721868845617152,From yesterday a lady journalist trying to prove there were no ppl in PTI KarachiJalsa ok we agreed IK addressed e,0,0,Sun Apr 17 16:00:28 +0000 2022
1515721594382999554,ImranKhanPTI I stand with you IMRAN KHAN sirKarachiJalsa,0,0,Sun Apr 17 15:59:23 +0000 2022
1515721306351837205,KarachiJalsa spotted,1,0,Sun Apr 17 15:58:14 +0000 2022
1515721075530866695,Heart Wrenching Picture But for now Im neutral KarachiJalsa,0,0,Sun Apr 17 15:57:19 +0000 2022
1515721018131812357,Story of Regime change in Pakistan KarachiJalsa,0,0,Sun Apr 17 15:57:06 +0000 2022
1515720964666847235,Imported Government ABSOLUTELY NOT imrankhanPTI AbsolutelyNot KarachiJalsa KarachiJalsaPTI,0,0,Sun Apr 17 15:56:53 +0000 2022
1515720812078284800,Quaid e Azam feel proud of youPicture of the DayImranKhanPTI GeoNews,0,0,Sun Apr 17 15:56:16 +0000 2022
1515720675302178819,Whenever I feel down I see this pic KarachiJalsa,0,0,Sun Apr 17 15:55:44 +0000 2022
1515720553159614465,ONE NATION ONE DEMANDGENERAL ELECTION FOR PAKISTANImportedGovtUnacceptableImranKhanKarachiJalsa,1,2,Sun Apr 17 15:55:15 +0000 2022
1515720484008210439,ImranKhanPTI We thank you Khan sahabKarachiJalsaKarachities Karachi ImranKhan ImportedGovtNotAcceptable,0,0,Sun Apr 17 15:54:58 +0000 2022
1515720410020515843,DostMMzari BIGEST LOTA shame on you BaniGala PetrolDieselPrice sheikhrasheed KarachiJalsa,0,0,Sun Apr 17 15:54:41 +0000 2022
1515720318572183561,Hamara He Eman Hamara Rehnama Leader Faqat Imran KhanI Love to U My SkipperImranKhan,0,0,Sun Apr 17 15:54:19 +0000 2022
1515719860948545543,No Caption needed BehindYouSkipper ImranKhanVsWesternSlavesAlAqsaUnderAttack,0,1,Sun Apr 17 15:52:30 +0000 2022
1515719846662746117,True Spirit Of Pakistan is Justice For Sharif Family OnlyKarachiJalsa PunjabAssembly PTIofficial ImranKhanPTI,0,0,Sun Apr 17 15:52:26 +0000 2022
1515719809140416515,Kaptaan is breaking his own records One more recorded and super super super massive Jalsa in krachi,47,46,Sun Apr 17 15:52:17 +0000 2022
1515719730107195397,No Caption needed BehindYouSkipper ImranKhanVsWesternSlavesAlAqsaUnderAttack,0,1,Sun Apr 17 15:51:59 +0000 2022
1515719710964334592,Khan Karachi us with you ImranKhanPrimeMinister KarachiJalsa AbsolutelyNot,1,0,Sun Apr 17 15:51:54 +0000 2022
1515719475324243973,No Caption needed BehindYouSkipper ImranKhanVsWesternSlavesAlAqsaUnderAttack,0,1,Sun Apr 17 15:50:58 +0000 2022
1515719442432507908,This one is best MaryamNSharifKarachiJalsa,2,1,Sun Apr 17 15:50:50 +0000 2022
1515719435931332620,No Caption needed BehindYouSkipper ImranKhanVsWesternSlavesAlAqsaUnderAttack,0,1,Sun Apr 17 15:50:48 +0000 2022
1515719373633302531,Pti power show in Karachi and in Peshawar Trending No 1 and No 2 on YouTube arynewsud doing,27,37,Sun Apr 17 15:50:34 +0000 2022
1515718981004496910,Scnz from London PM house and amreeka after PeshawarJalsa and KarachiJalsa,0,0,Sun Apr 17 15:49:00 +0000 2022
1515718782874173442,GFarooqi Estimated 05 million 5 lac people attended ImranKhanPTIs KarachiJalsa today,0,0,Sun Apr 17 15:48:13 +0000 2022
1515718653945200650,GhabranaNahiHay KarachiJalsa k after shocks hain,1,0,Sun Apr 17 15:47:42 +0000 2022
1515718605874536455,IIt was symbolic when our KarachiJalsa Live Stream camera showed Chairman Imran Khans speech from the angle where,2,1,Sun Apr 17 15:47:30 +0000 2022
1515718003220000777,KarachiJalsa trended worldwide at 6th place last night and is also still trending in Pakistan and UAE,23,29,Sun Apr 17 15:45:07 +0000 2022
1515717954817884161,He was arrogant and we were habitual of bandits Shame is a word very small Really disappointedKarachiJalsa,0,0,Sun Apr 17 15:44:55 +0000 2022
1515717916003647502,To all the MQM cheap leadership Your politics is now over in PAKISTAN InshaaALLAHye placard kisi 89 saal k bac,1,0,Sun Apr 17 15:44:46 +0000 2022
1515717747535138816,ImranKhan The whole nation is reborn with the birth of a leader KarachiJalsa,0,1,Sun Apr 17 15:44:06 +0000 2022
1515717548486152198,Creative thoughts of Karachi KarachiJalsa,0,0,Sun Apr 17 15:43:18 +0000 2022
1515717454135271431,Twitter Trending Topics Today at PakistanAfghanistanNorwichKarachiJalsaKhost,0,0,Sun Apr 17 15:42:56 +0000 2022
1515717399802167300,rejected KarachiJalsaTaklu,1,1,Sun Apr 17 15:42:43 +0000 2022
1515717146462019585,Even blind will say IT IS MASSIVE KarachiJalsa,1,0,Sun Apr 17 15:41:43 +0000 2022
